Link,Status
https://www.facebook.com/groups/358605415915372/permalink/1157347226041183/,0
https://www.facebook.com/groups/358605415915372/permalink/1157265106049395/,1
https://www.facebook.com/groups/358605415915372/permalink/1157199172722655/,0
https://www.facebook.com/groups/358605415915372/permalink/1156930516082854/,1
https://www.facebook.com/groups/358605415915372/permalink/1156852012757371/,0
https://www.facebook.com/groups/358605415915372/permalink/1156848959424343/,1
https://www.facebook.com/groups/358605415915372/permalink/1156797662762806/,0
https://www.facebook.com/groups/358605415915372/permalink/1156773842765188/,1
https://www.facebook.com/groups/358605415915372/permalink/1156751796100726/,0
https://www.facebook.com/groups/358605415915372/permalink/1156745442768028/,1
https://www.facebook.com/groups/358605415915372/permalink/1156679459441293/,0
https://www.facebook.com/groups/358605415915372/permalink/1156656126110293/,1
https://www.facebook.com/groups/358605415915372/permalink/1156602956115610/,0
https://www.facebook.com/groups/358605415915372/permalink/1155551876220718/,1
https://www.facebook.com/groups/358605415915372/permalink/1156562886119617/,0
https://www.facebook.com/groups/358605415915372/permalink/1156562206119685/,1
https://www.facebook.com/groups/358605415915372/permalink/1144791393963433/,0
https://www.facebook.com/groups/358605415915372/permalink/1156502269459012/,0
https://www.facebook.com/groups/358605415915372/permalink/1156531326122773/,0
https://www.facebook.com/groups/358605415915372/permalink/1156489416126964/,0
https://www.facebook.com/groups/358605415915372/permalink/1125020105940562/,0
https://www.facebook.com/groups/358605415915372/permalink/1156355879473651/,0
https://www.facebook.com/groups/358605415915372/permalink/1156344919474747/,0
https://www.facebook.com/groups/358605415915372/permalink/1156339736141932/,0
https://www.facebook.com/groups/358605415915372/permalink/1156316339477605/,0
https://www.facebook.com/groups/358605415915372/permalink/1156226342819938/,0
https://www.facebook.com/groups/358605415915372/permalink/1156221049487134/,0
https://www.facebook.com/groups/358605415915372/permalink/1156203522822220/,0
https://www.facebook.com/groups/358605415915372/permalink/1156144062828166/,0
https://www.facebook.com/groups/358605415915372/permalink/1156135109495728/,0
https://www.facebook.com/groups/358605415915372/permalink/1156131802829392/,0
https://www.facebook.com/groups/358605415915372/permalink/1156090852833487/,0
https://www.facebook.com/groups/358605415915372/permalink/1156076206168285/,0
https://www.facebook.com/groups/358605415915372/permalink/1156057019503537/,0
https://www.facebook.com/groups/358605415915372/permalink/1156043116171594/,0
https://www.facebook.com/groups/358605415915372/permalink/1156041192838453/,0
https://www.facebook.com/groups/358605415915372/permalink/1156039619505277/,0
https://www.facebook.com/groups/358605415915372/permalink/1156032786172627/,0
https://www.facebook.com/groups/358605415915372/permalink/1149209943521578/,0
https://www.facebook.com/groups/358605415915372/permalink/1148469883595584/,0
https://www.facebook.com/groups/358605415915372/permalink/1151424346633471/,0
https://www.facebook.com/groups/358605415915372/permalink/1156008472841725/,0
https://www.facebook.com/groups/358605415915372/permalink/1156006296175276/,0
https://www.facebook.com/groups/358605415915372/permalink/1156004499508789/,0
https://www.facebook.com/groups/358605415915372/permalink/1155994302843142/,0
https://www.facebook.com/groups/358605415915372/permalink/1150921020017137/,0
https://www.facebook.com/groups/358605415915372/permalink/1155984932844079/,0
https://www.facebook.com/groups/358605415915372/permalink/1155972952845277/,0
https://www.facebook.com/groups/358605415915372/permalink/1155967506179155/,0
https://www.facebook.com/groups/358605415915372/permalink/1155963126179593/,0
https://www.facebook.com/groups/358605415915372/permalink/1155944502848122/,0
https://www.facebook.com/groups/358605415915372/permalink/1155932449515994/,0
https://www.facebook.com/groups/358605415915372/permalink/1155917709517468/,0
https://www.facebook.com/groups/358605415915372/permalink/1155910972851475/,0
https://www.facebook.com/groups/358605415915372/permalink/1155894249519814/,0
https://www.facebook.com/groups/358605415915372/permalink/1155891522853420/,0
https://www.facebook.com/groups/358605415915372/permalink/1155886549520584/,0
https://www.facebook.com/groups/358605415915372/permalink/1155863992856173/,0
https://www.facebook.com/groups/358605415915372/permalink/1155860776189828/,0
https://www.facebook.com/groups/358605415915372/permalink/1155833399525899/,0
https://www.facebook.com/groups/358605415915372/permalink/1155821069527132/,0
https://www.facebook.com/groups/358605415915372/permalink/1155806812861891/,0
https://www.facebook.com/groups/358605415915372/permalink/1155806429528596/,0
https://www.facebook.com/groups/358605415915372/permalink/1155802696195636/,0
https://www.facebook.com/groups/358605415915372/permalink/1155792799529959/,0
https://www.facebook.com/groups/358605415915372/permalink/1155774822865090/,0
https://www.facebook.com/groups/358605415915372/permalink/1155759149533324/,0
https://www.facebook.com/groups/358605415915372/permalink/1155744912868081/,0
https://www.facebook.com/groups/358605415915372/permalink/1155743936201512/,0
https://www.facebook.com/groups/358605415915372/permalink/1155716066204299/,0
https://www.facebook.com/groups/358605415915372/permalink/1155715846204321/,0
https://www.facebook.com/groups/358605415915372/permalink/1155705339538705/,0
https://www.facebook.com/groups/358605415915372/permalink/1155680112874561/,0
https://www.facebook.com/groups/358605415915372/permalink/1155506726225233/,0
https://www.facebook.com/groups/358605415915372/permalink/1154780052964567/,0
https://www.facebook.com/groups/358605415915372/permalink/1155464452896127/,0
https://www.facebook.com/groups/358605415915372/permalink/1155452559563983/,0
https://www.facebook.com/groups/358605415915372/permalink/1155447189564520/,0
https://www.facebook.com/groups/358605415915372/permalink/1155447019564537/,0
https://www.facebook.com/groups/358605415915372/permalink/1155446292897943/,0
https://www.facebook.com/groups/358605415915372/permalink/1155445272898045/,0
https://www.facebook.com/groups/358605415915372/permalink/1153183266457579/,0
https://www.facebook.com/groups/358605415915372/permalink/1155401239569115/,0
https://www.facebook.com/groups/358605415915372/permalink/1155401049569134/,0
https://www.facebook.com/groups/358605415915372/permalink/1155400426235863/,0
https://www.facebook.com/groups/358605415915372/permalink/1155396486236257/,0
https://www.facebook.com/groups/358605415915372/permalink/1155374486238457/,0
https://www.facebook.com/groups/358605415915372/permalink/1155370819572157/,0
https://www.facebook.com/groups/358605415915372/permalink/1155353306240575/,0
https://www.facebook.com/groups/358605415915372/permalink/1155352332907339/,0
https://www.facebook.com/groups/358605415915372/permalink/1155350399574199/,0
https://www.facebook.com/groups/358605415915372/permalink/1155341016241804/,0
https://www.facebook.com/groups/358605415915372/permalink/1155336226242283/,0
https://www.facebook.com/groups/358605415915372/permalink/1155335582909014/,0
https://www.facebook.com/groups/358605415915372/permalink/1155308556245050/,0
https://www.facebook.com/groups/358605415915372/permalink/1155249972917575/,0
https://www.facebook.com/groups/358605415915372/permalink/1155258182916754/,0
https://www.facebook.com/groups/796966840881012/permalink/1633107707266917/,0
https://www.facebook.com/groups/796966840881012/permalink/1475549939689362/,0
https://www.facebook.com/groups/796966840881012/permalink/1260593967851628/,0
https://www.facebook.com/groups/796966840881012/permalink/1221665155077843/,0
https://www.facebook.com/groups/796966840881012/permalink/796967484214281/,0
https://www.facebook.com/groups/796966840881012/permalink/1235657007011991/,0
https://www.facebook.com/groups/796966840881012/permalink/1244222449488780/,0
https://www.facebook.com/groups/796966840881012/permalink/1094392934471733/,0
https://www.facebook.com/groups/796966840881012/permalink/1214864375757921/,0
https://www.facebook.com/groups/796966840881012/permalink/1335602957017395/,0
https://www.facebook.com/groups/796966840881012/permalink/1083260168918343/,0
https://www.facebook.com/groups/796966840881012/permalink/1262197524357939/,0
https://www.facebook.com/groups/796966840881012/permalink/1148267565750936/,0
https://www.facebook.com/groups/796966840881012/permalink/1252602841984074/,0
https://www.facebook.com/groups/796966840881012/permalink/1254329498478075/,0
https://www.facebook.com/groups/796966840881012/permalink/1258688371375521/,0
https://www.facebook.com/groups/796966840881012/permalink/1135903513654008/,0
https://www.facebook.com/groups/796966840881012/permalink/1095924010985292/,0
https://www.facebook.com/groups/796966840881012/permalink/1257164801527878/,0
https://www.facebook.com/groups/796966840881012/permalink/1166852633892429/,0
